1929-01-01	1066.8
1930-01-01	976.3
1931-01-01	912.9
1932-01-01	794.8
1933-01-01	784.0
1934-01-01	867.5
1935-01-01	945.1
1936-01-01	1066.0
1937-01-01	1121.6
1938-01-01	1084.8
1939-01-01	1171.2
1940-01-01	1272.8
1941-01-01	1498.9
1942-01-01	1780.9
1943-01-01	2082.9
1944-01-01	2249.1
1945-01-01	2226.6
1946-01-01	1971.2
1947-01-01	1952.5
1948-01-01	2035.2
1949-01-01	2023.1
1950-01-01	2199.6
1951-01-01	2378.7
1952-01-01	2475.4
1953-01-01	2590.2
1954-01-01	2576.7
1955-01-01	2761.0
1956-01-01	2821.3
1957-01-01	2881.3
1958-01-01	2857.3
1959-01-01	3053.7
1960-01-01	3133.3
1961-01-01	3214.9
1962-01-01	3413.0
1963-01-01	3562.3
1964-01-01	3768.4
1965-01-01	4012.6
1966-01-01	4273.4
1967-01-01	4390.8
1968-01-01	4607.1
1969-01-01	4749.7
1970-01-01	4759.0
1971-01-01	4918.2
1972-01-01	5177.8
1973-01-01	5481.0
1974-01-01	5460.0
1975-01-01	5436.2
1976-01-01	5735.3
1977-01-01	6003.7
1978-01-01	6333.8
1979-01-01	6554.0
1980-01-01	6537.4
1981-01-01	6695.1
1982-01-01	6571.6
1983-01-01	6870.5
1984-01-01	7360.3
1985-01-01	7648.3
1986-01-01	7899.3
1987-01-01	8169.7
1988-01-01	8518.9
1989-01-01	8832.0
1990-01-01	9012.6
1991-01-01	8998.1
1992-01-01	9314.9
1993-01-01	9570.0
1994-01-01	9942.9
1995-01-01	10217.3
1996-01-01	10606.5
1997-01-01	11070.1
1998-01-01	11553.1
1999-01-01	12103.4
2000-01-01	12608.8
2001-01-01	12747.9
2002-01-01	12969.8
2003-01-01	13352.1
2004-01-01	13877.3
2005-01-01	14338.4
2006-01-01	14688.6
2007-01-01	15005.7
2008-01-01	15004.8
2009-01-01	14569.8
2010-01-01	14970.8
2011-01-01	15241.0
2012-01-01	15567.3
2013-01-01	15902.4
